id,评论人,评论人等级,评分,评论内容,评论时间
2064,王绍梅,专家,9.2,干茶，条索肥硕，完整，色泽墨绿，芽毫尚显；汤色，浅黄明亮；香气，浓纯，甜润；滋味，醇厚，甜润，柔和，细腻，回甘生津快；叶底，柔软，鲜亮，较完整。综合评价：本款茶原料嫩度适中，色泽墨绿尚润，香气甜润馥郁，汤色浅黄明亮，滋味甜醇，柔和，回甘生津快而持久。此款茶具有麻黑茶甜柔的品质特点。	,2016-03-14
2064,大圣与唐僧,达人,10.0,柔和 厚重 气足 有香,2016-10-11
2064,木木的茶,达人,9.1,茶汤很饱满，也很甜滑，耐泡，香气比较丰富,2016-05-30
2064,刘家桥,,9.3,囗感糯滑，汤细腻饱满香气丰富协调,2017-05-18
2064,lilkor,,9.2,全程无涩 微苦 由于压的太紧，一直变化不大，第一泡到十几泡一直都是清甜柔滑 茶气足但极柔 喉韵明显 耐泡度极佳 饮后口中持续清凉感 喉头泛甜,2017-03-28
2064,易紳,,7.6,茶汤柔，汤厚，飽滿⋯⋯,2016-10-20
2064,兰衫k,,8.0,茶汤黄亮，透亮，水含香极好，茶汤入口甜度高，茶汤顺滑，回甘快且明显，喉咙中回甘持续，满口留香,2016-08-28
2064,林小妹,,9.3,	蜜香显，茶汤淡金黄色，滋味醇和，茶质较厚，口感甜润（感觉糖分较高），回甘较好，杯底蜜香。,2016-05-30
2064,林小妹,,9.2,刮风寨是阳柔，麻黑是阴柔。这款茶的甜、水的细腻度、茶汤的丰富厚度，是非常耐人寻味的一款。不愧是易武里的顶级村寨,2016-05-30
2064,很爱喝茶,,8.0,随着茶汤过口入喉，茶汤层次丰富，前期稠厚、甜柔，慢慢转向糯甜、清雅的口感，汤水一直细腻，温暖阳光的甜感伴随着整个冲泡过程。回甘生津的持续性好，有明显的清凉感,2016-05-09
2064,落花流水,,9.9,口感略为霸道，茶汤游走在舌间，有涩感随即化鲜活甜润，汤感饱满厚重，饮后整个口腔水润甘甜，浑身舒畅！,2016-05-06
2064,清友,,8.9,用盖碗冲泡，投茶量7克。用沸水冲泡，第一泡5秒，之后每泡都是10秒，持续冲泡10泡。茶汤鲜黄明亮，第一泡，茶汤颜色偏淡，不苦不涩，香气不错，有回甘。第二泡开始，苦涩之味逐渐袭来，霸气外露，迅速生津。第三泡，生普的霸气达到了极致，虽然之后逐渐淡化，但苦涩之味仍然持续到冲泡结束。此款茶叶香气不错，但回甘持续得不够持久。,2016-04-05
2064,艾子草,,9.5,口感霸道，茶汤游走在舌间，入口有涩感但随即化鲜活甜润，汤感饱满厚重，饮后舌底舌面继而整个口腔水润甘甜。,2016-04-04
2064,若火的冰,,8.0,回甘生津持续好。,2016-04-04
2064,人生如茶空杯以对,,9.9,干茶色泽褐润肥实，条索紧结显毫，汤色金黄明亮，茶香清扬水长以蜜香为主兼带鲜活植物的花果香，滋味甜糯鲜醇微苦涩生津回甘迅速，口内生香持久不散耐冲泡，入喉清凉鲜活甘甜，叶底肥厚饱满鲜活弹性俱佳。,2016-03-31
2064,国石,,9.9,这款生普茶汤细腻、饱满，高扬的香气成团裹在茶汤中，随着茶汤过口入喉，茶汤层次丰富，前期稠厚、甜柔，慢慢转向糯甜、清雅的口感，汤水一直细腻，温暖阳光的甜感伴随着整个冲泡过程,2016-03-31
2064,若火的冰,,8.0,清雅的口感！,2016-03-29
2064,慧者心清,,9.8,麻黑寨（2015）[斗记茶业]......品饮心得干茶干茶显深褐色，有白毫，条索匀整清晰。准备冲泡茶样：7g 茶具：盖碗、玻璃公道杯、白瓷品茗杯、茶船、茶巾、茶艺六用、随手泡、茶杯托、电子秤。 用水：自采山泉水。冲泡第1泡	10秒100℃：汤色浅黄亮，香气厚，茶汤柔，有较淡的甜香，微涩有回甘，口留余香。第2泡	10秒100℃：茶汤明黄透亮，香气浓郁，苦感绵软入口即化，茶汤顺滑，微涩，回甘持久，蜜香、甜香、在喉咙中持续。第4泡	20秒100℃：汤色依旧明黄透亮，茶汤苦涩感强，入口即化生津回甘持久，滋味稠滑香气高，口腔有持久的甜香。真的打嗝了，舒服。第6泡	20秒100℃：汤色仍然明黄透亮，茶汤香气仍然甜郁、醇厚，舌面微涩回甘仍然强劲，两颊生津余香持久。汤水中清幽的甜香长时间回续。第9泡	40秒100℃：汤色已经淡了，但汤水依旧蜜香持久，甜香细腻，汤味醇和略降，汤水依旧回甘生津，余香持续。茶叶甜柔耐泡。叶底叶底色深黄有绿色芽叶，还有少量暗红叶，叶质柔软有弹性，润度好。,2016-03-29
2064,青衫k,,9.9,茶汤过口入喉，茶汤层次丰富，前期稠厚、甜柔，慢慢转向糯甜、清雅的口感，汤水一直细腻，温暖阳光的甜感伴随着整个冲泡过程。回甘生津的持续性好，有明显的清凉感，口腔和喉咙均被茶香、余味填满，喉韵精深，茶叶耐泡度好,2016-03-23
2064,小晏茶缘,,9.9,回甘生津的持续性好，有明显的清凉感，口腔和喉咙均被茶香、余味填满，喉韵精深，茶叶耐泡度好。饮后身心温暖。,2016-03-23
2064,马添添,,9.9,口感比较饱满！,2016-03-22
1297,萧力争,专家,9.3,干茶压制较紧实，茶芽肥嫩显毫，色泽黑褐。汤色汤色橙红明亮。香气香气纯正较持久，略有陈香。滋味滋味醇厚略显陈韵 。叶底叶底尚嫩软，较匀整，色泽黄褐。综合评价：这款茶优点是原料嫩度好，压制松紧适度，茶芽较肥嫩显毫。汤色橙红明亮，香气纯正持久且有陈香显现，滋味醇厚带陈韵，贮藏后开始显现老茶品质特点。缺点是叶底匀整度稍次。总体上来说是款始具老茶品质特点的高品质普洱茶。,2015-10-10
1297,青衫k,达人,8.0,汤色金黄色，亮度高，茶汤稠滑甜润，回甘生津强烈。,2017-02-19
1297,marko,达人,9.2,7年的时间，让这款茶语排名Top3的好茶进入了它最好的时光。干茶香气纯正，色泽黑褐。入水后，汤色橙红透亮。入口有微微的苦感，瞬间即化，之后到来的，是略有些谷味的陈香。之前喝过11年、13年和15年的金斗，这次是第一次喝09年的。可惜没法把一款茶随着年份的推移，一起放在面前来品饮对比，否则一定会是一道别有风情的岁月大餐。,2016-08-30
1297,yayaya,达人,9.0,转化的相当好的一款生茶。香气丰富，果香、清爽的木质香、花香，所有的这些香气都聚集在口腔中，此款茶汤水更是顺滑，一入口，汤水就迫不及待的要下滑。,2015-12-16
1297,hushluo,,8.0,2g／份，看的醉了！,2016-08-18
1297,茶悟清心,,9.1,干茶条索，壮实匀整，芽头肥壮，芽毫显露。香气蜜甜香，汤色金黄色，亮度高，茶汤稠滑甜润，呈现出胶质感，回甘生津不绝，叶底柔软肥厚，油润有光泽。,2016-01-27
1297,木秀于林,,8.6,干茶较为紧实，带有芽头，色泽黑褐油亮，汤色橙红透亮，香气纯正持久，带有陈香,2015-10-26
2065,王绍梅,专家,9.1,干茶，条索肥壮紧实，色泽墨绿；汤色，浅黄明亮；香气，浓郁，甜润，持久；滋味，醇厚， 饱满，层次丰富，回甘生津明显；叶底，肥厚，柔软，鲜亮，尚匀。综合评价：本款茶原料嫩度适中，色泽墨绿尚润，香气馥郁持久，汤色浅黄明亮，滋味醇厚，饱满，层次丰富，回甘生津明显。此款茶品质优良。	,2016-03-14
2065,大圣与唐僧,达人,9.6,我自己的没见到泛红的叶底 但不难理解为什么有可能会泛红 口味醇厚柔甜 非常饱满 尾水甜而悠长,2017-07-13
2065,竹凳茶,达人,9.2,非常好喝，很喜欢,2017-02-15
2065,赌书泼得消茶香,达人,9.3,香气馥郁持久，滋味甜润含香。非常好的一款茶，值得推荐。,2016-08-31
2065,老王婆,,9.1,润滑细腻，强劲而又持久饱满的生普,2017-05-18
2065,别急,,9.0,易武特点很明显，，香含于汤，滋味很浓郁，水线细腻，回甘生津明显且很持久，树龄不低，饮后喉感清凉,2017-01-22
2065,潍坊老猫,,8.0,喝过斗记刮风寨701，表现良好，茶汤柔滑细腻，层次分明，质感丰满，九年历练，几近完美。,2016-06-14
2065,茶道人生,,8.1,挺好的一款茶，存放起来再喝会更好！,2016-06-08
2065,山猫,,6.0,不是很甘,2016-06-06
2065,芳草斜阳,,8.5,茶汤挺淡，入口清香，,2016-06-04
2065,兰衫k,,10.0,茶汤含着天然浓郁的甜香、植物香，回味香保留持久。 滋味浓郁，汤水柔滑细腻，苦涩虽较明显，能快速化开，回甘生津明显，非常持久。,2016-06-02
2065,慧者心清,,9.1,"刮风寨（2015）[斗记茶业]......品饮心得一款好茶：汤色浅黄明亮。滋味醇厚，饱满。苦涩感化开迅速。回甘生津明显持久。品饮体验身心愉悦。这款好生普 鲜见难得。干茶茶叶条索清晰，紧细，呈墨绿色，带有浅金色茶毫且金毫明显。准备冲泡茶样：7g茶具：紫砂壶、玻璃公道杯、白瓷品茗杯、茶船、茶巾、茶艺六用、随手泡、茶杯托、电子秤。用水：自采山泉水冲泡第1泡	5秒100℃：茶汤浅黄，香气清淡，滋味清爽，入口柔滑、甜，涩感不显。第2泡	10秒100℃：茶汤黄亮，透明。香气明显，顺滑， 有苦涩感，滋味鲜爽，回甘生津非常快。口腔舒服，香气明显，回甘生津持续。第4泡	10秒100℃：茶汤金黄，透明，茶汤浓郁、醇厚，虽有苦涩度，但能立刻转化而且回甘生津快速，韵味绵长，香、爽浓稠持久。第6泡	15秒100℃：茶汤依然金黄，香气浓郁持续，清爽的甜香滋味饱满，苦涩感明显，两颊和喉咙都能感受到持久的生津和回甘，喉韵充实。第9泡	20秒100℃：汤色橘黄，滋味转薄 汤水甜、醇、温和但是回甘生津强烈，沁心入腹，非常舒服。喉咙回甘饱满、甜香、植物香延绵悠长清晰持久。第12泡   40秒100℃：茶汤有明显下降，汤感纯净,清幽,醇和,回甘生津源源不断，香气清晰满口持续，层次丰富，体感舒适，这款茶非常耐泡！叶底叶底柔韧完整有光泽，叶质肥厚有弹性，有变红的叶片。	",2016-04-10
2065,清友,,8.9,用盖碗冲泡，投茶量7克。用沸水冲泡，第一泡5秒，之后均为每泡10秒 。茶汤鲜黄明亮。第一泡，茶汤颜色呈淡黄色，有少许苦涩之味，迅速生津，有回甘，香气浓郁。这是我喝过最霸气的一款生普，从第一泡开始就霸气外露。第二泡，霸气越发明显，苦涩越来越浓厚，满口香气，迅速生津。第三泡，霸气达到极致，第四泡之后苦涩之味开始逐渐淡化。此款茶叶非常耐泡，持续冲泡了15泡，霸气始终不散。此款茶叶香气浓郁，苦涩之味可以迅速化开，回甘生津，是一款优质生普。,2016-04-05
2065,茶壶口,,9.9,汤色清纯，口感浓郁，清香，回甘足，久久不散，但苦涩感明显，不过不影响。很好,2016-04-04
2065,青衫k,,9.9,茶水含香极好，汤水中含着天然浓郁的甜香、植物香，回味香保留持久。 滋味浓郁，汤水柔滑细腻，苦涩虽较明显，能快速化开，回甘生津明显，非常持久，尾韵甜柔，茶叶耐泡度高，口腔清凉感明显。喉韵延绵悠长，沁心入腹，饮后全身舒畅、体感舒适。此款刮风寨整体是柔中带阳刚之气的生普。,2016-03-23
2065,马添添,,9.9,喝过的茶叶里涩化的最快的！,2016-03-22
2065,上善~若水,,7.8,口感滋润，回味无穷！,2016-03-15
786,金寿珍,专家,8.7,干茶：较壮实，稍扭曲，色青褐、稍杂。；汤色：橙黄尚亮。；气味：尚纯（轻发酵）。；滋味：尚醇爽。；叶底：朱砂色、有红点，尚软、尚匀。；这款茶优点叶底比较好，缺点是发酵稍轻，但作为商品茶来说，目前这种发酵程度的茶市场还是不错的。总体上来说这款茶品质正常。,2014-07-29
786,母兮兮,达人,9.9,天然兰花香   润喉回甘,2015-08-13
786,10茶贸维生,达人,9.0,滋味非常好！香气是芝兰香,2015-04-07
786,竹凳茶,达人,9.2,香气丰富、变化性强，滋味厚重，回甘生津快而持久。,2014-11-20
786,山茶人者,,10.0,汤色嫩黄较亮，蜜甜香加清爽的栀子花香，汤水醇厚，蜜甜感较重；,2018-05-29
786,闻子,,8.2,花香浓郁滋味醇厚品质优秀,2017-06-19
786,孙大剩,,9.6,优秀推荐。,2017-04-18
786,那几个人家,,8.0,干茶条索较轻薄，色泽呈“三色”，黑、黄、红，汤色黄亮，气味花香浓郁鲜活，口感醇厚爽快，有层次，叶底嫩绿略带红边，有弹性，揉捻略重，发酵轻。,2016-11-10
786,茶悟清心,,9.1,一款比较优质的单丛茶，香气尤为特殊。,2016-06-13
786,茶道人生,,8.8,是一款不错的单丛茶,2016-06-07
786,知行合一,,9.9,这个在哪购买哦,2016-01-23
786,博歌,,9.0,入口较醇厚、香蕴茶汤，口感甜糯而鲜爽,2015-12-02
786,素雅-茶香,,9.0,看着不错，特别期待。,2015-09-18
786,生意兴隆,,9.9,喜欢这茶的口感，家里老人也喜欢,2015-05-11
786,蔚然成风,,8.6,香气很明显，典型的芝兰香气，滋味很正。,2015-01-05
786,蔚然成风,,8.6,香气很明显，典型的芝兰香气，滋味很正。,2015-01-05
786,balabala,,9.0,香高舒适，滋味也够味,2014-11-20
2329,王绍梅,专家,9.1,	干茶条索肥硕，尚显毫；汤色橙黄明亮；香气浓郁，持久；滋味浓厚，回甘生津快；叶底较肥厚，尚匀，柔软，有弹性。综合评价：本款茶原料嫩度适中，香气浓郁持久，滋味浓醇，回甘生津快，是一款品质优良的普洱生茶。,2016-08-03
2329,赌书泼得消茶香,达人,9.0,香气丰厚持久，汤水中果香、蜜香清晰，带有幽雅的花香，香浓郁而稳沉。,2016-11-14
2329,marko,达人,8.9,都说班章为王，易武为后，原因是班章茶性猛烈，而易武茶性稳健。然而易武茶给我留下的最深刻的印象是另外四个字——苦涩均衡。这一款岁月知味的易道，就很好地演绎出了这四个字。初始干茶条索清晰，闻上去有甜香，但这香味很含蓄，直到开水注入的那一刻才被激发开来。入口后的平衡性很好，舌苔两侧有滋滋冒出的甜味，许多泡以后，这甜味仍然持久不退。因为初始的苦涩并不猛烈，所以与其称这甜味为回甘，还不如就叫它本味甜比较合适。唯一的一个小缺点，是它的汤体还不够厚实，或许时间的沉淀可以带来更丰富的变化。,2016-08-05
2329,yayaya,达人,9.3,这是很内敛 的易武茶，香气不如那卡那般张扬狂舞，滋味不似班章的浓强，却自成一路。果香、蜜香和汤水不分你我，香气已经和滋味融为一体。滋味稠，既具有易武茶区的柔美，又有麻黑寨的茶气，耐泡度极好。,2016-08-04
2329,卖艺的老青年,,9.3,温和厚实，高端优秀经典的拼配生普,2017-05-18
2329,六月下雨,,9.5,温润厚实、雍容大气风格。易武正山代表之作。,2016-11-09
2329,pbreezetam,,9.6,喉中回甘，余味留存，不错！,2016-10-07
2329,弯弯月,,8.0,汤色金黄油亮。香气和茶汤融合为一体，成熟额果香、蜜香明显，杯底留有蜜甜香。茶汤润、柔和，水路细腻顺滑，甜感明显，舌底回甘温柔，回甘好，喉有回甘和果香。,2016-08-25
2329,泉茶人,,8.0,尚可以，回味可以，但汤色有点正,2016-08-20
2329,无为S,,8.0,岁月知味，名字就好有感觉，茶的价格更有存在感，坚信，一定是一款不可多得的极品。,2016-08-19
2329,盏叶禅思私房茶,,9.0,	汤香水柔，口中略带冰凉感，舌面甘甜！口中余香持久，耐人寻味！	胶质感突出，茶香浓郁，汤色金黄透亮！绵、柔、顺、滑，苦涩微乎其微，生津回甘迅猛	回甘绵长，生津通气，茶韵独特饱满。口腔沁满茶香，口感醇厚。	十道有余，茶气平稳，韵味足，强在前柔在后。穿透力强，口中带有冰凉感，蜜韵明显，喉韵持久绵长，,2016-08-12
2329,二迷糊,,8.7,香气、滋味前几泡还是相当惊艳的。。更期待转化后的滋味,2016-08-03
